시도,시군구,읍면동,상세주소,특수지명,블록,로트,건물명,동명,통계용도,대지면적(㎡),건축면적(㎡),연면적(㎡),지하층수(층),지상층수(층),허가일자,착공일자,사용승인일자,동용도
부산광역시,기장군,기장읍 연화리,174,,,,,,주거용 > 단독주택 > 단독주택,0,89.1,89.1,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 연화리,174-2,,,,,,주거용 > 단독주택 > 단독주택,0,88.84,88.84,0,1,1991-03-29,,1991-07-25,단독주택
부산광역시,기장군,기장읍 연화리,174-4,,,,,,주거용 > 단독주택 > 단독주택,0,77.22,77.22,0,1,1989-03-20,,1990-03-19,단독주택
부산광역시,기장군,기장읍 연화리,175-1,,,,,,주거용 > 단독주택 > 단독주택,0,62.7,62.7,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 연화리,175-6,,,,,,주거용 > 단독주택 > 단독주택,223,73.93,105.61,0,2,,,1983-11-11,단독주택
부산광역시,기장군,기장읍 연화리,177-1,,,,,,주거용 > 단독주택 > 단독주택,0,56.1,56.1,0,1,,,1957,단독주택
부산광역시,기장군,기장읍 대라리,131-26,,,,,,주거용 > 단독주택 > 단독주택,0,88.44,88.44,0,1,1984-08-22,,,단독주택
부산광역시,기장군,기장읍 대라리,131-29,,,,,,주거용 > 단독주택 > 단독주택,130.7,77.54,143.2,0,2,1994-03-09,1994-03-11,1994-05-26,단독주택
부산광역시,기장군,기장읍 대라리,131-30,,,,,,주거용 > 단독주택 > 단독주택,125.62,74.58,142.45,0,2,1994-03-09,1994-03-11,1994-05-26,단독주택
부산광역시,기장군,기장읍 대라리,131-31,,,,,,주거용 > 단독주택 > 단독주택,125.62,74.83,137.87,0,2,1994-03-09,1994-03-11,1994-05-26,단독주택
부산광역시,기장군,기장읍 대라리,136-5,,,,,,주거용 > 단독주택 > 단독주택,0,33.06,33.06,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 대라리,136-6,,,,,,주거용 > 단독주택 > 단독주택,0,78.57,78.57,0,1,1978-10-03,,1979-05-07,단독주택
부산광역시,기장군,기장읍 대라리,136-7,,,,,,주거용 > 단독주택 > 단독주택,455,206.54,206.54,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 청강리,산 0,,,,,,주거용 > 단독주택 > 단독주택,0,19.83,19.83,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 청강리,산 0,,,,,,주거용 > 단독주택 > 단독주택,0,49.59,49.59,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 연화리,177-5,,,,,,주거용 > 단독주택 > 단독주택,0,0,30.4,0,1,,,1966,단독주택
부산광역시,기장군,기장읍 연화리,177-6,,,,,,주거용 > 단독주택 > 단독주택,0,69.3,69.3,0,1,1974-06-10,,1976-06-17,단독주택
부산광역시,기장군,기장읍 연화리,177-8,,,,,,주거용 > 단독주택 > 단독주택,0,59.52,59.52,0,1,1974-06-10,,1976-06-17,단독주택
부산광역시,기장군,기장읍 연화리,178,,,,,,주거용 > 단독주택 > 단독주택,0,106.75,106.75,0,1,,,1961,단독주택
부산광역시,기장군,기장읍 연화리,178-1,,,,,,주거용 > 단독주택 > 단독주택,196.48,91.35,91.35,0,1,1992-03-06,1992-03-16,1992-06-23,단독주택
부산광역시,기장군,기장읍 연화리,179-2,,,,,,주거용 > 단독주택 > 단독주택,99,58.19,56.21,0,1,1996-11-07,199611,,단독주택
부산광역시,기장군,기장읍 연화리,179-2,,,,,,주거용 > 단독주택 > 단독주택,0,16.5,16.5,0,1,,,1941,단독주택
부산광역시,기장군,기장읍 연화리,179-3,,,,,,주거용 > 단독주택 > 단독주택,0,82.62,82.62,0,1,1978-04-04,,1979-02-22,단독주택
부산광역시,기장군,기장읍 연화리,179-4,,,,,,주거용 > 단독주택 > 단독주택,0,16.53,16.53,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 연화리,179-6,,,,,,주거용 > 단독주택 > 단독주택,663.26,85.14,85.14,0,1,1988-02-26,1988-03-10,1988-09-22,단독주택
부산광역시,기장군,기장읍 연화리,180,,,,,,주거용 > 단독주택 > 단독주택,0,69.3,69.3,0,1,,,1974,단독주택
부산광역시,기장군,기장읍 연화리,180-1,,,,,,주거용 > 단독주택 > 단독주택,348.01,89.94,83.19,0,1,1989-06-27,1989-07-03,1989-09-05,단독주택
부산광역시,기장군,기장읍 연화리,182-1,,,,,,주거용 > 단독주택 > 단독주택,271,103.68,98.58,0,0,1993-07-31,199308,1993-11-27,단독주택
부산광역시,기장군,기장읍 연화리,182-2,,,,,,주거용 > 단독주택 > 단독주택,144.09,83.77,80.37,0,1,1993-07-29,199307,1993-11-19,단독주택
부산광역시,기장군,기장읍 연화리,183,,,,,,주거용 > 단독주택 > 단독주택,0,55.15,55.15,0,1,1974-09-23,,1976-06-15,단독주택
부산광역시,기장군,기장읍 연화리,184-1,,,,,,주거용 > 단독주택 > 단독주택,0,56.1,56.1,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 연화리,185-1,,,,,,주거용 > 단독주택 > 단독주택,0,32.61,32.61,0,1,,,1963,단독주택
부산광역시,기장군,기장읍 연화리,185-5,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 연화리,186-1,,,,,,주거용 > 단독주택 > 단독주택,221,57.6,57.6,0,1,1990-04-27,1990-05-12,1990-08-03,단독주택
부산광역시,기장군,기장읍 연화리,189-1,,,,,,주거용 > 단독주택 > 단독주택,0,56.9,56.9,0,1,,,1955,단독주택
부산광역시,기장군,기장읍 연화리,189-2,,,,,,주거용 > 단독주택 > 단독주택,83,48.5,48.5,0,1,1997-10-01,1997-10-08,1997-12-06,단독주택
부산광역시,기장군,기장읍 연화리,189-3,,,,,,주거용 > 단독주택 > 단독주택,0,69.77,69.77,0,1,1985-12-02,,1986-02-24,단독주택
부산광역시,기장군,기장읍 연화리,190-1,,,,,,주거용 > 단독주택 > 단독주택,0,45.9,45.9,0,1,1978-04-15,,,단독주택
부산광역시,기장군,기장읍 연화리,190-2,,,,,,주거용 > 단독주택 > 단독주택,0,52.8,52.8,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 연화리,190-3,,,,,,주거용 > 단독주택 > 단독주택,0,46.2,46.2,0,1,,,1979,단독주택
부산광역시,기장군,기장읍 연화리,190-4,,,,,,주거용 > 단독주택 > 단독주택,0,26.4,26.4,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 죽성리,154-9,,,,,,주거용 > 단독주택 > 단독주택,138.875,81.49,239.24,1,2,1995-06-19,1995-06-22,1995-11-02,단독주택
부산광역시,기장군,기장읍 죽성리,154-15,,,,,,주거용 > 단독주택 > 단독주택,156,50.99,99.75,0,2,1987-11-03,1987-12-17,1990-07-30,단독주택
부산광역시,기장군,기장읍 죽성리,155,,,,,,주거용 > 단독주택 > 단독주택,0,69.4,69.4,0,1,,,1974,단독주택
부산광역시,기장군,기장읍 죽성리,156,,,,,,주거용 > 단독주택 > 단독주택,0,48.7,48.7,0,1,,,1977,단독주택
부산광역시,기장군,기장읍 죽성리,157,,,,,,주거용 > 단독주택 > 단독주택,344,94.92,193.77,1,1,1989-12-29,,1992-12-09,단독주택
부산광역시,기장군,기장읍 죽성리,158,,,,,,주거용 > 단독주택 > 단독주택,261,53.02,71.35,0,2,1986-10-23,,1987-04-09,단독주택
부산광역시,기장군,기장읍 청강리,158-7,,,,,A동,주거용 > 단독주택 > 기타단독주택,0,56.76,56.76,0,1,1973-09-25,,,단독주택
부산광역시,기장군,기장읍 청강리,157-2,,,,청강빌라,,주거용 > 공동주택 > 다세대주택,477.2,173.94,659.12,0,5,2001-12-24,2002-04-10,200210,공동주택
부산광역시,기장군,기장읍 대변리,66,,,,,,주거용 > 단독주택 > 단독주택,0,46.8,46.8,0,1,,,1969,단독주택
부산광역시,기장군,기장읍 대라리,140-11,,,,,,주거용 > 단독주택 > 다가구주택,240.2,143.35,486.61,1,2,1991-03-19,1991-03-21,1992-01-09,단독주택
부산광역시,기장군,기장읍 대라리,140-14,,,,,,주거용 > 단독주택 > 단독주택,0,90.18,92.34,0,1,1984-02-29,,1984-07-05,단독주택
부산광역시,기장군,기장읍 대라리,141-2,,,,,,주거용 > 단독주택 > 다가구주택,145.3,86.74,171.69,0,2,1981-07-23,,1981-12-04,단독주택
부산광역시,기장군,기장읍 대라리,141-5,,,,,,주거용 > 단독주택 > 단독주택,0,40.34,40.34,0,1,1994-05-16,,1996-05-07,단독주택
부산광역시,기장군,기장읍 대라리,141-11,,,,,,주거용 > 단독주택 > 단독주택,0,75.18,75.18,0,0,1983-06-08,,1983-11-28,단독주택
부산광역시,기장군,기장읍 대라리,141-12,,,,,,주거용 > 단독주택 > 단독주택,0,86.13,86.13,0,1,,,1984,단독주택
부산광역시,기장군,기장읍 죽성리,159-1,,,,,,주거용 > 단독주택 > 단독주택,278,95.42,106.82,1,1,1990-10-05,1990-10-10,1991-01-07,단독주택
부산광역시,기장군,기장읍 죽성리,161,,,,,,주거용 > 단독주택 > 단독주택,0,72.73,72.73,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 죽성리,162,,,,,,주거용 > 단독주택 > 단독주택,0,49.5,49.5,0,1,,,1972,단독주택
부산광역시,기장군,기장읍 죽성리,163-1,,,,,,주거용 > 단독주택 > 단독주택,225.29,127.63,120.91,0,1,1997-09-12,1997-09-30,1998-01-09,단독주택
부산광역시,기장군,기장읍 죽성리,163-2,,,,,,주거용 > 단독주택 > 단독주택,0,135.4,135.4,0,1,,,1960,단독주택
부산광역시,기장군,기장읍 죽성리,163-4,,,,,,주거용 > 단독주택 > 단독주택,0,31,31,0,1,,,1974,단독주택
부산광역시,기장군,기장읍 죽성리,163-5,,,,,,주거용 > 단독주택 > 단독주택,275.56,98.09,98.09,0,1,1994-06-10,1994,1994-08-13,단독주택
부산광역시,기장군,기장읍 죽성리,163-6,,,,,,주거용 > 단독주택 > 단독주택,0,60,60,0,1,1989-09-27,1989-12-01,1990-03-27,단독주택
부산광역시,기장군,기장읍 죽성리,163-6,,,,,,주거용 > 단독주택 > 단독주택,0,12,12,0,1,1989-09-27,1989-12-01,1990-03-27,단독주택
부산광역시,기장군,기장읍 죽성리,163-11,,,,,,주거용 > 단독주택 > 단독주택,116,64.16,63.81,0,1,1997-09-09,1997-09-30,1998-01-26,단독주택
부산광역시,기장군,기장읍 죽성리,164-3,,,,,,주거용 > 단독주택 > 단독주택,126.6,75.32,99.13,0,2,1997-08-26,,1998-01-05,단독주택
부산광역시,기장군,기장읍 죽성리,164-4,,,,,,주거용 > 단독주택 > 단독주택,106,60.22,60.22,0,1,1995-10-23,1995-11-14,1995-12-26,단독주택
부산광역시,기장군,기장읍 죽성리,164-5,,,,,,주거용 > 단독주택 > 단독주택,0,33.05,33.05,0,1,,,1965,단독주택
부산광역시,기장군,기장읍 죽성리,164-6,,,,,,주거용 > 단독주택 > 단독주택,192,82.38,78.96,0,1,,2002-09-19,2002-12-06,단독주택
부산광역시,기장군,기장읍 죽성리,164-8,,,,,,주거용 > 단독주택 > 단독주택,0,36.3,36.3,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 죽성리,164-10,,,,,,주거용 > 단독주택 > 단독주택,0,46.2,46.2,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 죽성리,164-12,,,,,,주거용 > 단독주택 > 단독주택,0,79.3,79.3,0,1,,,1969,단독주택
부산광역시,기장군,기장읍 죽성리,165-1,,,,,,주거용 > 단독주택 > 단독주택,0,46.28,46.28,0,1,,,1969,단독주택
부산광역시,기장군,기장읍 죽성리,165-1,,,,,,주거용 > 단독주택 > 단독주택,142,55.43,55.43,0,1,1997-09-25,,1998-02-19,단독주택
부산광역시,기장군,기장읍 죽성리,165-3,,,,,,주거용 > 단독주택 > 단독주택,0,87.32,87.32,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 죽성리,165-4,,,,,,주거용 > 단독주택 > 단독주택,0,49.5,49.5,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 죽성리,166,,,,,,주거용 > 단독주택 > 단독주택,0,42.9,42.9,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 죽성리,166-1,,,,,,주거용 > 단독주택 > 단독주택,0,52.8,52.8,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 죽성리,170,,,,,,주거용 > 단독주택 > 단독주택,0,31.2,31.2,0,1,,,,단독주택
부산광역시,기장군,기장읍 죽성리,174,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 죽성리,178-2,,,,,,주거용 > 단독주택 > 단독주택,216.96,84.09,84.09,0,1,1998-07-02,1998-07-10,1998-07-30,단독주택
부산광역시,기장군,기장읍 죽성리,179-2,,,,,,주거용 > 단독주택 > 단독주택,0,66.1,66.1,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 죽성리,179-5,,,,,,주거용 > 단독주택 > 단독주택,0,82.5,82.5,0,1,,,1970,단독주택
부산광역시,기장군,기장읍 죽성리,180-1,,,,,,주거용 > 단독주택 > 단독주택,0,66.1,66.1,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 대라리,144-25,,,,뉴반도베스트빌라,2동,주거용 > 공동주택 > 다세대주택,398.4,193.06,658.7,0,4,1996-06-27,1996-08-08,1997-02-28,공동주택
부산광역시,기장군,기장읍 대라리,145-4,,,,금강궁전빌라,,주거용 > 공동주택 > 아파트,0,189.45,998.48,1,5,1990-12-18,,1991-12-19,공동주택
부산광역시,기장군,기장읍 대라리,142-4,,,,,,주거용 > 단독주택 > 다가구주택,119.6,71.05,133.5,0,2,1996-08-05,1996-08-07,1996-10-23,단독주택
부산광역시,기장군,기장읍 대라리,142-6,,,,,,주거용 > 단독주택 > 단독주택,603.7,111.84,199.48,0,2,1995-06-09,1995-06-28,1996-02-17,단독주택
부산광역시,기장군,기장읍 대라리,142-12,,,,,,주거용 > 단독주택 > 단독주택,0,73.9,121.6,0,2,,,1980,단독주택
부산광역시,기장군,기장읍 대라리,142-15,,,,,,주거용 > 단독주택 > 다가구주택,284.3,144.9,579.6,0,4,2001-02-15,2001-03-02,2001-06-15,단독주택
부산광역시,기장군,기장읍 대라리,143-2,,,,,,주거용 > 단독주택 > 단독주택,0,59.4,91.9,0,2,1983-06-04,,1983-09-06,단독주택
부산광역시,기장군,기장읍 대라리,143-3,,,,,,주거용 > 단독주택 > 단독주택,146.6,86.25,258.75,0,3,1993-06-28,1993-07-05,1993-10-06,단독주택
부산광역시,기장군,기장읍 대라리,143-5,,,,,,주거용 > 단독주택 > 단독주택,0,75.18,75.18,0,1,1983-07-18,,1984-01-16,단독주택
부산광역시,기장군,기장읍 대라리,143-6,,,,,,주거용 > 단독주택 > 단독주택,295.5,116.11,109.76,0,1,1998-02-13,1998-05-25,1998-09-08,단독주택
부산광역시,기장군,기장읍 대라리,143-7,,,,,,주거용 > 단독주택 > 단독주택,213.6,112.08,360.98,0,4,1995-10-17,1995-10-17,1996-03-02,단독주택
부산광역시,기장군,기장읍 대라리,143-10,,,,,,주거용 > 단독주택 > 단독주택,0,84.6,84.6,0,1,1980-04-01,,1980-09-02,단독주택
부산광역시,기장군,기장읍 대라리,143-11,,,,,,주거용 > 단독주택 > 단독주택,0,67.33,67.33,0,1,1983-04-02,,1983-09-06,단독주택
부산광역시,기장군,기장읍 대라리,143-12,,,,,,주거용 > 단독주택 > 단독주택,0,65.35,65.35,0,1,1983-04-02,,1983-09-06,단독주택
부산광역시,기장군,기장읍 대라리,143-13,,,,,,주거용 > 단독주택 > 단독주택,0,66.43,66.43,0,1,1983-06-04,,1983-09-06,단독주택
부산광역시,기장군,기장읍 대라리,143-14,,,,,,주거용 > 단독주택 > 단독주택,0,65.08,65.08,0,1,1983-06-04,,1983-09-06,단독주택
부산광역시,기장군,기장읍 대라리,143-15,,,,,,주거용 > 단독주택 > 단독주택,0,63.93,101.56,0,2,,,1983,단독주택
부산광역시,기장군,기장읍 대라리,143-18,,,,,,주거용 > 단독주택 > 단독주택,0,84.44,132.44,0,2,1983-09-07,,1983-10-27,단독주택
부산광역시,기장군,기장읍 대변리,68-1,,,,,,주거용 > 단독주택 > 단독주택,0,16.5,16.5,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 대변리,71-9,,,,,,주거용 > 단독주택 > 단독주택,0,90.8,90.8,0,1,1980-11-22,,1981-03-16,단독주택
부산광역시,기장군,기장읍 대변리,72-5,,,,,,주거용 > 단독주택 > 단독주택,0,65.34,65.34,0,1,1989-12-30,,1990-08-27,단독주택
부산광역시,기장군,기장읍 대라리,146-8,,,,영호엔젤빌라,,주거용 > 공동주택 > 연립주택,624.8,298.08,1488.56,1,4,1991-06-18,1991-08-19,1992-09-23,공동주택
부산광역시,기장군,기장읍 대라리,148-1,,,,금강로즈빌라,,주거용 > 공동주택 > 아파트,0,259.04,1597.22,1,6,1990-11-29,,1991-11-22,공동주택
부산광역시,기장군,기장읍 대라리,148-5,,,,태정그린빌라,,주거용 > 공동주택 > 연립주택,0,322.79,948.99,0,3,1990-04-02,,1991-06-22,공동주택
부산광역시,기장군,기장읍 대라리,149-11,,,,청운빌라,,주거용 > 공동주택 > 다세대주택,285.1,170.42,657.94,0,5,2002-01-02,2002-02-20,2002-07-31,공동주택
부산광역시,기장군,기장읍 대라리,160-18,,,,대원빌라4차,,주거용 > 공동주택 > 다세대주택,385.8,175.23,658.24,0,4,2002-05-10,2002-05-14,2002-12-18,공동주택
부산광역시,기장군,기장읍 대라리,162-6,,,,청강그린빌라(1),,주거용 > 공동주택 > 다세대주택,394.2,175.84,659.39,0,4,1996-05-16,1996-05-18,1996-11-01,공동주택
부산광역시,기장군,기장읍 대라리,162-9,,,,동우그린빌라,가동,주거용 > 공동주택 > 다세대주택,328,172.26,817.85,1,5,1999-12-03,1999-12-09,2000-05-01,공동주택
부산광역시,기장군,기장읍 대라리,162-10,,,,한솔빌라,,주거용 > 공동주택 > 다세대주택,486.3,205.44,659.76,0,4,1996-09-18,1996-09-20,1997-02-11,공동주택
부산광역시,기장군,기장읍 대라리,162-11,,,,대원빌라,B동,주거용 > 공동주택 > 다세대주택,457.7,181.74,659.36,0,4,1999-08-23,,1999-12-13,공동주택
부산광역시,기장군,기장읍 대라리,162-12,,,,윤중빌라,,주거용 > 공동주택 > 다세대주택,383,196.01,659.24,0,4,1996-11-08,1996-11-11,1997-04-16,공동주택
부산광역시,기장군,기장읍 대라리,162-14,,,,한솔빌라,,주거용 > 공동주택 > 다세대주택,373,199.98,659.28,0,4,1996-09-18,1996-11-19,1997-04-30,공동주택
부산광역시,기장군,기장읍 대라리,162-15,,,,윤중빌라,,주거용 > 공동주택 > 다세대주택,552.1,195.93,659.52,0,4,1996-11-11,1996-11-25,1997-04-16,공동주택
부산광역시,기장군,기장읍 대라리,162-16,,,,청강그린빌라(2),,주거용 > 공동주택 > 다세대주택,313.2,176.4,658.54,0,4,1996-05-16,1996-09-18,1996-12-12,공동주택
부산광역시,기장군,기장읍 대라리,162-21,,,,대원빌라,A동,주거용 > 공동주택 > 다세대주택,177.9,89.8,330.36,0,4,1999-08-23,,1999-12-13,공동주택
부산광역시,기장군,기장읍 대라리,162-23,,,,동우그린빌라 나동,,주거용 > 공동주택 > 다세대주택,151.01,90.48,345.84,0,4,1999-12-09,1999-12-22,2000-05-01,공동주택
부산광역시,기장군,기장읍 대라리,164-4,,,,한영원룸B동,,주거용 > 공동주택 > 다세대주택,343.6,173.6,659.3,0,5,2002-02-15,2002-02-18,2002-07-04,공동주택
부산광역시,기장군,기장읍 대라리,164-6,,,,부산 비치,,주거용 > 공동주택 > 다세대주택,436.4,188.58,659.66,0,4,1997-05-22,199706,1999-11-03,공동주택
부산광역시,기장군,기장읍 대라리,164-18,,,,골든비치,,주거용 > 공동주택 > 다세대주택,304.1,178.65,659.76,0,4,2002-03-02,2002-03-08,2002-08-30,공동주택
부산광역시,기장군,기장읍 대라리,164-20,,,,한영원룸A동,,주거용 > 공동주택 > 다세대주택,307.5,174.98,654.96,0,5,2002-02-15,2002-02-18,2002-07-04,공동주택
부산광역시,기장군,기장읍 대라리,165-9,,,,화신골든빌라 1차,A동,주거용 > 공동주택 > 다세대주택,361.7,210.84,659.2,0,4,1999-05-10,1999-05-12,1999-09-27,공동주택
부산광역시,기장군,기장읍 대라리,165-16,,,,화신골든빌라 1차,B동,주거용 > 공동주택 > 다세대주택,448.3,210.84,659.2,0,4,1999-05-10,1999-05-12,1999-09-27,공동주택
부산광역시,기장군,기장읍 대라리,166-17,,,,영신빌라2차,,주거용 > 공동주택 > 연립주택,334,191.7,661.48,0,4,1996-10-28,1996-10-29,1997-01-30,공동주택
부산광역시,기장군,기장읍 대라리,167-12,,,,,,주거용 > 공동주택 > 다세대주택,442.2,204.575,658.78,0,4,1996-10-14,1996-12-10,1997-03-29,공동주택
부산광역시,기장군,기장읍 대라리,167-13,,,,황중베르빌,,주거용 > 공동주택 > 아파트,669.5,219.44,1640.96,0,9,2001-10-15,2001-10-24,2002-06-29,공동주택
부산광역시,기장군,기장읍 죽성리,30-10,,,,,,주거용 > 단독주택 > 단독주택,0,42.97,42.97,0,1,,,1953,단독주택
부산광역시,기장군,기장읍 죽성리,30-15,,,,,,주거용 > 단독주택 > 단독주택,0,23.1,23.1,0,1,,,1957,단독주택
부산광역시,기장군,기장읍 죽성리,30-16,,,,,,주거용 > 단독주택 > 단독주택,0,19.8,19.8,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 죽성리,30-18,,,,,,주거용 > 단독주택 > 단독주택,0,29.7,29.7,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 죽성리,30-20,,,,,,주거용 > 단독주택 > 단독주택,0,66,66,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 죽성리,32,,,,,,주거용 > 단독주택 > 단독주택,0,59.4,59.4,0,1,,,1972,단독주택
부산광역시,기장군,기장읍 죽성리,32,,,,,,주거용 > 단독주택 > 단독주택,0,46.2,46.2,0,1,,,1972,단독주택
부산광역시,기장군,기장읍 죽성리,33,,,,,,주거용 > 단독주택 > 단독주택,435,74.8,74.8,0,1,1992-10-18,1992-10-26,1993-01-08,단독주택
부산광역시,기장군,기장읍 죽성리,37-3,,,,,,주거용 > 단독주택 > 단독주택,180,75.1,73.7,0,1,1997-11-03,1997-11-10,1998-01-22,단독주택
부산광역시,기장군,기장읍 죽성리,38,,,,,,주거용 > 단독주택 > 단독주택,145,85.11,98.66,0,1,2002-07-24,2002-07-30,2002-11-02,단독주택
부산광역시,기장군,기장읍 죽성리,40-2,,,,,,주거용 > 단독주택 > 단독주택,284,139.94,139.94,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 죽성리,40-1,,,,,,주거용 > 단독주택 > 다가구주택,344,112.09,216.73,1,2,1996-06-27,1996-06-28,1996-08-22,단독주택
부산광역시,기장군,기장읍 죽성리,42-1,,,,,,주거용 > 단독주택 > 단독주택,0,92.4,92.4,0,1,,,1946,단독주택
부산광역시,기장군,기장읍 죽성리,47-1,,,,,,주거용 > 단독주택 > 단독주택,0,158.6,158.6,0,1,,,1969,단독주택
부산광역시,기장군,기장읍 죽성리,51,,,,,,주거용 > 단독주택 > 단독주택,0,66,66,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 죽성리,81-1,,,,,,주거용 > 단독주택 > 단독주택,184,95.86,84.36,0,1,1999-04-20,1999-04-22,1999-07-19,단독주택
부산광역시,기장군,기장읍 죽성리,82-5,,,,,,주거용 > 단독주택 > 단독주택,0,59.4,59.4,0,1,,,1941,단독주택
부산광역시,기장군,기장읍 죽성리,82-6,,,,,,주거용 > 단독주택 > 단독주택,0,95.7,95.7,0,1,,,1946,단독주택
부산광역시,기장군,기장읍 죽성리,82-11,,,,,,주거용 > 단독주택 > 단독주택,0,76,76,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 죽성리,82-12,,,,,,주거용 > 단독주택 > 단독주택,0,29.7,29.7,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 죽성리,82-13,,,,,,주거용 > 단독주택 > 단독주택,0,33,33,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 죽성리,82-14,,,,,,주거용 > 단독주택 > 단독주택,0,58.65,58.65,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 죽성리,83,,,,,,주거용 > 단독주택 > 단독주택,154.68,90.78,88.2,0,1,,2001-10-19,2002-01-08,단독주택
부산광역시,기장군,기장읍 죽성리,84-1,,,,,,주거용 > 단독주택 > 단독주택,0,215.82,215.82,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 죽성리,84-2,,,,,,주거용 > 단독주택 > 단독주택,0,29.75,29.75,0,1,,,1965,단독주택
부산광역시,기장군,기장읍 죽성리,84-6,,,,,,주거용 > 단독주택 > 단독주택,0,42.9,42.9,0,1,,,1965,단독주택
부산광역시,기장군,기장읍 죽성리,84-7,,,,,,주거용 > 단독주택 > 단독주택,162,84.84,120.51,0,2,1992-09-01,1992-05-15,1992-10-08,단독주택
부산광역시,기장군,기장읍 죽성리,84-9,,,,,,주거용 > 단독주택 > 단독주택,0,49.5,49.5,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 대변리,77,,,,,,주거용 > 단독주택 > 단독주택,0,13.2,13.2,0,1,,,1968,단독주택
부산광역시,기장군,기장읍 대변리,77-3,,,,,,주거용 > 단독주택 > 단독주택,0,59.4,59.4,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 대변리,78-3,,,,,,주거용 > 단독주택 > 단독주택,131.6,77.58,77.58,0,1,1997-08-06,1997-08-07,1998-01-31,단독주택
부산광역시,기장군,기장읍 대변리,82,,,,,,주거용 > 단독주택 > 단독주택,208,103.11,103.11,0,1,1993-04-29,1993-05-18,1993-07-24,단독주택
부산광역시,기장군,기장읍 대변리,82,,,,,,주거용 > 단독주택 > 단독주택,0,72.6,72.6,0,1,,,1941,단독주택
부산광역시,기장군,기장읍 대변리,83,,,,,,주거용 > 단독주택 > 단독주택,0,39.6,39.6,0,1,,,1971,단독주택
부산광역시,기장군,기장읍 대변리,84,,,,,,주거용 > 단독주택 > 단독주택,0,46.2,46.2,0,1,,,1966,단독주택
부산광역시,기장군,기장읍 대변리,85-1,,,,,,주거용 > 단독주택 > 단독주택,0,57.8,57.8,0,1,,,1973,단독주택
부산광역시,기장군,기장읍 대변리,85-2,,,,,,주거용 > 단독주택 > 단독주택,0,29.7,29.7,0,1,,,1972,단독주택
부산광역시,기장군,기장읍 대변리,85-2,,,,,,주거용 > 단독주택 > 단독주택,0,26.45,26.45,0,1,,,1941,단독주택
부산광역시,기장군,기장읍 대변리,87,,,,,,주거용 > 단독주택 > 단독주택,0,56.1,56.1,0,1,,,1941,단독주택
부산광역시,기장군,기장읍 대변리,88-2,,,,,,주거용 > 단독주택 > 단독주택,0,0,67.7,0,1,,,1978,단독주택
부산광역시,기장군,기장읍 대변리,92,,,,,,주거용 > 단독주택 > 단독주택,0,39.67,39.67,0,1,,,1978,단독주택
부산광역시,기장군,기장읍 대변리,97,,,,,,주거용 > 단독주택 > 단독주택,0,29.7,29.7,0,1,,,1936,단독주택
부산광역시,기장군,기장읍 대변리,97-1,,,,,,주거용 > 단독주택 > 단독주택,181.4,82.25,82.245,0,1,1992-08-06,199208,1992-12-31,단독주택
부산광역시,기장군,기장읍 대변리,98,,,,,,주거용 > 단독주택 > 단독주택,0,102.4,102.4,0,1,1973-10-10,,,단독주택
부산광역시,기장군,기장읍 대변리,102,,,,,,주거용 > 단독주택 > 단독주택,0,59.23,100.18,0,2,1973-03-16,,1973,단독주택
부산광역시,기장군,기장읍 대변리,102,,,,,,주거용 > 단독주택 > 단독주택,0,41.82,41.82,0,1,1994-07-29,199407,1994-08-13,단독주택
