시도,시군구,읍면동,상세주소,특수지명,블록,로트,건물명,동명,통계용도,대지면적(㎡),건축면적(㎡),연면적(㎡),지하층수(층),지상층수(층),허가일자,착공일자,사용승인일자,동용도
부산광역시,기장군,철마면 장전리,398,,,,,,주거용 > 단독주택 > 단독주택,0,21.52,21.52,0,1,1998-12-23,1999-01-05,1999-04-16,단독주택
부산광역시,기장군,철마면 장전리,399,,,,,,주거용 > 단독주택 > 단독주택,0,49.43,49.43,0,1,,,1990-09-24,단독주택
부산광역시,기장군,철마면 장전리,400-1,,,,,,주거용 > 단독주택 > 단독주택,0,84.02,116.96,0,2,,,1991-08-22,단독주택
부산광역시,기장군,철마면 장전리,401-1,,,,,,주거용 > 단독주택 > 단독주택,0,184.13,184.13,0,1,,,,단독주택
부산광역시,기장군,철마면 장전리,402,,,,,,주거용 > 단독주택 > 단독주택,0,106.13,128.36,0,2,,,1991-12-10,단독주택
부산광역시,기장군,철마면 장전리,403,,,,,,주거용 > 단독주택 > 단독주택,0,60.27,60.27,0,1,,,1941,단독주택
부산광역시,기장군,철마면 장전리,407,,,,,,주거용 > 단독주택 > 단독주택,262.01,131.34,131.34,0,1,1996-04-26,,1997-02-18,단독주택
부산광역시,기장군,철마면 장전리,583-8,,,,,,주거용 > 단독주택 > 단독주택,0,111.85,111.85,0,1,,,1991-09-06,단독주택
부산광역시,기장군,철마면 장전리,583-9,,,,,,주거용 > 단독주택 > 단독주택,0,82.98,141.12,1,1,,,1991-06-25,단독주택
부산광역시,기장군,기장읍 교리,327-6,,,,"A,C동",,주거용 > 단독주택 > 단독주택,0,56.98,56.98,0,1,2002-05-21,2002-06-03,2002-11-11,단독주택
부산광역시,기장군,철마면 백길리,128-4,,,,,,주거용 > 단독주택 > 단독주택,215,72.12,72.12,0,1,1996-05-29,1996,1996-12-23,단독주택
부산광역시,기장군,철마면 백길리,131-2,,,,,,주거용 > 단독주택 > 단독주택,0,51.11,51.11,0,1,,,1951,단독주택
부산광역시,기장군,철마면 백길리,137,,,,,,주거용 > 단독주택 > 단독주택,395.4,105.72,101.52,0,1,1994-06-14,,1994-08-27,단독주택
부산광역시,기장군,철마면 백길리,139,,,,,,주거용 > 단독주택 > 단독주택,0,112.94,112.94,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,139-1,,,,,,주거용 > 단독주택 > 단독주택,0,63.94,63.94,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,139-2,,,,,,주거용 > 단독주택 > 단독주택,0,79.76,79.76,0,1,1992-05-07,,1992-09-16,단독주택
부산광역시,기장군,철마면 백길리,139-2,,,,,,주거용 > 단독주택 > 단독주택,0,32.8,32.8,0,1,1992-12-29,,1993-07-08,단독주택
부산광역시,기장군,철마면 백길리,140,,,,,,주거용 > 단독주택 > 단독주택,0,70.09,70.09,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,141,,,,,,주거용 > 단독주택 > 단독주택,0,64.63,64.63,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,144,,,,,,주거용 > 단독주택 > 단독주택,0,72.87,72.87,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,148,,,,,,주거용 > 단독주택 > 단독주택,0,92.34,92.34,0,1,,,1974,단독주택
부산광역시,기장군,철마면 백길리,156,,,,,,주거용 > 단독주택 > 단독주택,0,109.82,109.82,0,1,,,1971,단독주택
부산광역시,기장군,철마면 백길리,157-2,,,,,1동,주거용 > 단독주택 > 단독주택,0,0,97.89,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,158,,,,,,주거용 > 단독주택 > 단독주택,0,146.73,146.73,0,1,,,1951,단독주택
부산광역시,기장군,철마면 백길리,159,,,,,,주거용 > 단독주택 > 단독주택,1250,143.49,143.49,0,1,,,1936,단독주택
부산광역시,기장군,철마면 백길리,164-2,,,,,,주거용 > 단독주택 > 단독주택,142.14,65.81,65.81,0,1,,,1951,단독주택
부산광역시,기장군,철마면 송정리,75,,,,,,주거용 > 공동주택 > 다세대주택,0,477.25,1909,0,4,1973-12-01,,,공동주택
부산광역시,기장군,철마면 송정리,75,,,,,,주거용 > 공동주택 > 다세대주택,0,477.25,1909,0,4,1973-12-01,,,공동주택
부산광역시,기장군,철마면 송정리,75,,,,,,주거용 > 공동주택 > 다세대주택,0,477.25,1909,0,4,1973-12-01,,,공동주택
부산광역시,기장군,철마면 송정리,75,,,,,,주거용 > 공동주택 > 다세대주택,0,477.25,1909,0,4,1973-12-01,,,공동주택
부산광역시,기장군,철마면 송정리,97,,,,,,주거용 > 단독주택 > 단독주택,0,86.1,86.1,0,1,,,1976,단독주택
부산광역시,기장군,철마면 송정리,98,,,,,,주거용 > 단독주택 > 단독주택,0,76.02,76.02,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,116,,,,,,주거용 > 단독주택 > 단독주택,0,133.38,133.38,0,1,,,1996-02-17,단독주택
부산광역시,기장군,철마면 송정리,123,,,,,,주거용 > 단독주택 > 단독주택,397,192.77,183.05,0,1,1996-06-04,199608,1996-10-22,단독주택
부산광역시,기장군,철마면 송정리,133,,,,,,주거용 > 단독주택 > 단독주택,0,115.11,115.11,0,1,,,1936,단독주택
부산광역시,기장군,철마면 송정리,135,,,,,,주거용 > 단독주택 > 단독주택,0,32.83,32.83,0,1,1990-03-05,1990-04-19,1990-10-31,단독주택
부산광역시,기장군,철마면 송정리,135,,,,,,주거용 > 단독주택 > 단독주택,0,66.54,66.54,0,1,1991-07-01,1991-08-08,1991-11-21,단독주택
부산광역시,기장군,철마면 송정리,136,,,,1호,,주거용 > 단독주택 > 단독주택,0,103.59,140.25,0,2,1999-08-12,,1999-11-05,단독주택
부산광역시,기장군,철마면 송정리,136,,,,2호,,주거용 > 단독주택 > 단독주택,0,59.49,53.9,0,1,1999-08-12,,1999-11-05,단독주택
부산광역시,기장군,철마면 송정리,138-2,,,,,,주거용 > 단독주택 > 단독주택,0,192.55,192.55,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,139-3,,,,,,주거용 > 단독주택 > 단독주택,0,81.99,81.99,0,1,,,1951,단독주택
부산광역시,기장군,철마면 송정리,140,,,,,,주거용 > 단독주택 > 단독주택,0,82.98,82.98,0,1,1997-10-06,,1998-02-13,단독주택
부산광역시,기장군,철마면 송정리,140,,,,,,주거용 > 단독주택 > 단독주택,0,64.37,87.85,0,2,2000-07-10,2000-07-11,2000-11-13,단독주택
부산광역시,기장군,철마면 송정리,141,,,,,,주거용 > 단독주택 > 단독주택,547,111.28,111.28,0,1,,,1989-12-02,단독주택
부산광역시,기장군,철마면 송정리,145,,,,,,주거용 > 단독주택 > 단독주택,0,163.86,163.86,0,1,,,1993-07-27,단독주택
부산광역시,기장군,철마면 송정리,148,,,,,,주거용 > 단독주택 > 단독주택,0,56.16,56.16,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,150,,,,,,주거용 > 단독주택 > 단독주택,0,130.69,130.69,0,1,,,1940,단독주택
부산광역시,기장군,철마면 송정리,151,,,,,,주거용 > 단독주택 > 단독주택,699.63,114.27,153.54,0,2,1997-08-20,1997-09-04,1999-05-01,단독주택
부산광역시,기장군,철마면 송정리,153,,,,,,주거용 > 단독주택 > 단독주택,0,120.75,120.75,0,1,1989-04-27,1989-09-02,1990-03-02,단독주택
부산광역시,기장군,철마면 송정리,154,,,,,,주거용 > 단독주택 > 단독주택,102.06,60.8,60.8,0,1,,199707,1997-09-01,단독주택
부산광역시,기장군,철마면 송정리,157,,,,,,주거용 > 단독주택 > 단독주택,268.97,55.62,55.62,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,161,,,,,,주거용 > 단독주택 > 단독주택,0,80.82,80.82,0,1,,,1976,단독주택
부산광역시,기장군,기장읍 교리,328-1,,,,,,주거용 > 단독주택 > 단독주택,293.4,98,98,0,1,1996-04-08,1996-04-22,1996-06-28,단독주택
부산광역시,기장군,철마면 송정리,163,,,,,,주거용 > 단독주택 > 단독주택,0,65.16,65.16,0,1,,,1941,단독주택
부산광역시,기장군,철마면 송정리,165,,,,,,주거용 > 단독주택 > 단독주택,0,63,63,0,1,,,1990-03-08,단독주택
부산광역시,기장군,철마면 송정리,166,,,,,,주거용 > 단독주택 > 단독주택,366,115.6,178.38,0,2,1993-03-17,1993-04-19,,단독주택
부산광역시,기장군,철마면 송정리,167-1,,,,,,주거용 > 단독주택 > 단독주택,0,44.98,44.98,0,1,,,1972,단독주택
부산광역시,기장군,철마면 송정리,167-2,,,,,,주거용 > 단독주택 > 단독주택,0,98.55,98.55,0,1,,,1994-08-13,단독주택
부산광역시,기장군,철마면 송정리,179-2,,,,,,주거용 > 단독주택 > 단독주택,707,203.81,203.81,0,1,1988-01-11,,1988-03-10,단독주택
부산광역시,기장군,철마면 송정리,181-2,,,,,,주거용 > 단독주택 > 단독주택,0,119.74,119.74,0,1,,,1977,단독주택
부산광역시,기장군,철마면 송정리,198-1,,,,,,주거용 > 단독주택 > 다가구주택,485,184,261.67,0,2,2000-09-25,2000-10-31,2000-12-15,단독주택
부산광역시,기장군,철마면 송정리,199-1,,,,,,주거용 > 단독주택 > 단독주택,0,169.3,169.3,0,1,,,1962,단독주택
부산광역시,기장군,철마면 송정리,202,,,,,,주거용 > 단독주택 > 단독주택,0,111.27,111.27,0,1,,,1960,단독주택
부산광역시,기장군,철마면 송정리,205-2,,,,,,주거용 > 단독주택 > 단독주택,354.65,95.535,139.785,0,2,1997-03-19,1997-03-26,1997-08-12,단독주택
부산광역시,기장군,철마면 송정리,205-3,,,,,,주거용 > 단독주택 > 단독주택,0,121.97,121.97,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,206,,,,,,주거용 > 단독주택 > 단독주택,1048,134.32,134.32,0,1,1991-04-10,1991-04-17,1991-08-17,단독주택
부산광역시,기장군,철마면 송정리,207,,,,,,주거용 > 단독주택 > 단독주택,572,47.32,47.32,0,1,,,1966,단독주택
부산광역시,기장군,철마면 송정리,208,,,,,,주거용 > 단독주택 > 단독주택,0,100.63,100.63,0,1,,,1995-06-28,단독주택
부산광역시,기장군,철마면 송정리,216,,,,,,주거용 > 단독주택 > 단독주택,0,191.26,191.26,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,240,,,,,,주거용 > 단독주택 > 단독주택,1273,64.38,55.68,0,1,,,1970,단독주택
부산광역시,기장군,철마면 송정리,326,,,,,,주거용 > 단독주택 > 단독주택,635,162.23,162.23,0,1,,,,단독주택
부산광역시,기장군,철마면 송정리,327-1,,,,,,주거용 > 단독주택 > 단독주택,0,139.48,139.48,0,1,,,1969,단독주택
부산광역시,기장군,철마면 송정리,328,,,,,,주거용 > 단독주택 > 단독주택,347,67.55,96.35,0,2,2001-11-06,2001-07-13,2002-12-27,단독주택
부산광역시,기장군,철마면 송정리,329-6,,,,,,주거용 > 단독주택 > 단독주택,0,115.46,115.46,0,1,,,1941,단독주택
부산광역시,기장군,철마면 송정리,329-7,,,,,,주거용 > 단독주택 > 단독주택,2439,236.82,236.82,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,329-9,,,,,,주거용 > 단독주택 > 단독주택,0,57.2,57.2,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,329-11,,,,,,주거용 > 단독주택 > 단독주택,0,87.69,87.69,0,1,,,1969,단독주택
부산광역시,기장군,철마면 송정리,329-12,,,,,,주거용 > 단독주택 > 단독주택,0,85.92,85.92,0,1,,,,단독주택
부산광역시,기장군,철마면 송정리,329-14,,,,,,주거용 > 단독주택 > 단독주택,926,268.34,268.34,0,1,,,1989,단독주택
부산광역시,기장군,철마면 송정리,364-2,,,,,,주거용 > 단독주택 > 단독주택,0,99.3,99.3,0,1,1999-12-23,2000-02-15,2000-06-28,단독주택
부산광역시,기장군,철마면 송정리,365,,,,,,주거용 > 단독주택 > 단독주택,0,36,36,0,1,1993-05-24,1993-07-01,1993-08-11,단독주택
부산광역시,기장군,철마면 송정리,401-5,,,,,,주거용 > 단독주택 > 단독주택,0,131.14,131.14,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-42,,,,,,주거용 > 단독주택 > 단독주택,348.79,188.75,193.53,0,2,,,,단독주택
부산광역시,기장군,철마면 송정리,402-43,,,,,,주거용 > 단독주택 > 단독주택,0,97.83,97.83,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-45,,,,,,주거용 > 단독주택 > 단독주택,0,129.93,129.93,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-48,,,,,,주거용 > 단독주택 > 단독주택,0,131.28,131.28,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-50,,,,,,주거용 > 단독주택 > 단독주택,0,98.46,131.31,0,2,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-51,,,,,,주거용 > 단독주택 > 단독주택,0,131.82,131.82,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-52,,,,,,주거용 > 단독주택 > 단독주택,0,131.72,131.72,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-53,,,,,,주거용 > 단독주택 > 단독주택,0,119.92,119.92,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-54,,,,,1동,주거용 > 단독주택 > 단독주택,283,75.17,107.21,0,2,,,,단독주택
부산광역시,기장군,철마면 송정리,402-55,,,,,,주거용 > 단독주택 > 단독주택,0,130.14,130.14,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-56,,,,,,주거용 > 단독주택 > 단독주택,0,128.74,128.74,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-57,,,,,,주거용 > 단독주택 > 단독주택,0,131.25,131.25,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-58,,,,,,주거용 > 단독주택 > 단독주택,0,131.46,131.46,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-59,,,,,,주거용 > 단독주택 > 단독주택,0,129.21,129.21,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-62,,,,,,주거용 > 단독주택 > 단독주택,0,131.28,131.28,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,402-64,,,,,,주거용 > 단독주택 > 단독주택,0,105.62,105.62,0,1,,,1980,단독주택
부산광역시,기장군,철마면 송정리,425-2,,,,,,주거용 > 단독주택 > 공관,0,185.2,211.48,1,1,1973-12-01,,,단독주택
부산광역시,기장군,철마면 송정리,533-2,,,,,,주거용 > 단독주택 > 단독주택,283,168.55,152.49,0,1,1998-11-03,1998-11-03,1999-01-26,단독주택
부산광역시,기장군,철마면 송정리,536-1,,,,,,주거용 > 단독주택 > 단독주택,117,69.14,67.62,0,1,1997-11-24,1997-12-26,1998-03-17,단독주택
부산광역시,기장군,철마면 송정리,537-5,,,,,,주거용 > 단독주택 > 단독주택,0,86.26,127.87,0,2,,,1992-05-26,단독주택
부산광역시,기장군,철마면 송정리,548-1,,,,,,주거용 > 단독주택 > 단독주택,221,113.44,148.31,0,2,,1996-06-25,1996-10-15,단독주택
부산광역시,기장군,철마면 송정리,548-2,,,,,,주거용 > 단독주택 > 단독주택,161,87.13,99.82,0,2,1997-10-27,1997-11-05,1998-07-06,단독주택
부산광역시,기장군,철마면 송정리,554-3,,,,,,주거용 > 단독주택 > 단독주택,0,137.01,137.01,0,1,,,1983,단독주택
부산광역시,기장군,철마면 송정리,554-11,,,,,,주거용 > 단독주택 > 단독주택,0,104.2,153.22,0,2,,,1995-01-27,단독주택
부산광역시,기장군,철마면 송정리,556,,,,,,주거용 > 단독주택 > 단독주택,0,43.99,43.99,0,1,,,1964,단독주택
부산광역시,기장군,철마면 송정리,556-3,,,,,,주거용 > 단독주택 > 단독주택,0,154.27,154.27,0,1,,,1992-08-11,단독주택
부산광역시,기장군,철마면 송정리,556-4,,,,,,주거용 > 단독주택 > 단독주택,0,187.28,187.28,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,556-5,,,,,,주거용 > 단독주택 > 단독주택,199.64,99.63,197.62,1,1,1992-12-23,1993-03-06,1993-07-28,단독주택
부산광역시,기장군,철마면 송정리,556-7,,,,,,주거용 > 단독주택 > 단독주택,507.7,127.92,127.92,0,1,1986-09-03,,1987-10-17,단독주택
부산광역시,기장군,철마면 송정리,556-9,,,,,,주거용 > 단독주택 > 단독주택,704,278.52,278.52,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,556-11,,,,,,주거용 > 단독주택 > 단독주택,334,192.39,399,1,2,,,1987-05-06,단독주택
부산광역시,기장군,철마면 송정리,556-14,,,,,,주거용 > 단독주택 > 단독주택,263,141,376.7,1,2,,,1991,제2종근린생활시설
부산광역시,기장군,철마면 송정리,558-1,,,,,,주거용 > 단독주택 > 단독주택,0,63.69,63.69,0,1,,,,단독주택
부산광역시,기장군,철마면 송정리,559,,,,,,주거용 > 단독주택 > 단독주택,0,83.54,83.54,0,1,,,,단독주택
부산광역시,기장군,철마면 송정리,610-3,,,,,,주거용 > 단독주택 > 단독주택,0,129.99,129.985,0,1,,,1987-12-24,단독주택
부산광역시,기장군,철마면 송정리,560-5,,,,,,주거용 > 단독주택 > 단독주택,0,93.44,93.44,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,565,,,,,,주거용 > 단독주택 > 단독주택,0,86.53,86.53,0,1,,,1976,단독주택
부산광역시,기장군,철마면 송정리,567,,,,,,주거용 > 단독주택 > 단독주택,0,152.06,152.06,0,1,,,1994,단독주택
부산광역시,기장군,철마면 송정리,567,,,,,,주거용 > 단독주택 > 단독주택,0,81.53,81.53,0,1,,,1971,단독주택
부산광역시,기장군,철마면 송정리,568,,,,,,주거용 > 단독주택 > 단독주택,0,45.67,45.67,0,1,,,1967,단독주택
부산광역시,기장군,철마면 송정리,568,,,,,,주거용 > 단독주택 > 단독주택,0,81.7,81.7,0,1,,,,단독주택
부산광역시,기장군,철마면 송정리,568-1,,,,,,주거용 > 단독주택 > 단독주택,0,163.58,163.58,0,1,,,1987,단독주택
부산광역시,기장군,철마면 송정리,569-1,,,,,,주거용 > 단독주택 > 단독주택,0,47.9,47.9,0,1,,,1968,단독주택
부산광역시,기장군,철마면 송정리,570,,,,,,주거용 > 단독주택 > 단독주택,0,86.41,86.41,0,1,,,1979-01-27,단독주택
부산광역시,기장군,철마면 송정리,571,,,,,,주거용 > 단독주택 > 단독주택,261.22,74.4,99.54,0,2,2001-11-23,2002-04-19,2002-09-11,단독주택
